District,District_Index,NDVI,EVI,NIR-V,CSIF,Rainfall,Tmax,Tmin,Solr_mean,Ground_Truth
farrukhabad 2002,32,0.3376351136851137,0.2209557057057057,0.0889457788288288,0.32997283,0.92018765,32.44791793823242,19.35365295410156,216.1641387939453,2.0490474686875064
farrukhabad 2002,32,0.3246674817674818,0.2013249249249249,0.078542207063492,0.22813953,0.03762387,28.839494705200195,17.337846755981445,191.3834228515625,2.0490474686875064
farrukhabad 2002,32,0.3399317674817674,0.2073212784212784,0.0808607002574002,0.2204112,0.004028874,28.760353088378906,13.49206256866455,193.8978729248047,2.0490474686875064
farrukhabad 2003,32,0.19304442307692302,0.1548580769230769,0.0661589983418803,0.13659327,0.0,42.240135192871094,27.18182945251465,288.070068359375,1.6932125258305517
farrukhabad 2003,32,0.1660692521367521,0.1271578632478632,0.0547810439316239,0.12889424,0.1837041,40.02678680419922,28.49475479125977,246.7444000244141,1.6932125258305517
farrukhabad 2003,32,0.2622648931623931,0.20992297008547,0.0936340213782051,0.15195882,3.9534216,34.27117919921875,27.165021896362305,237.36697387695312,1.6932125258305517
farrukhabad 2003,32,0.4740208119658119,0.3655082905982906,0.1766657066388889,0.3921197,17.382639,33.04336929321289,27.26335334777832,243.42140197753903,1.6932125258305517
farrukhabad 2003,32,0.5524031196581196,0.4099960042735042,0.1924894670726495,0.7335118,5.396911,32.759994506835945,26.62638664245605,230.8740234375,1.6932125258305517
farrukhabad 2003,32,0.4524805769230769,0.3365636752136752,0.162006183602564,0.8980958,8.134551,32.47175979614258,26.793621063232425,219.64508056640625,1.6932125258305517
farrukhabad 2003,32,0.3860033119658119,0.2811160683760684,0.1282210876709401,0.6987003,6.9924307,32.70212173461914,26.405214309692386,208.34564208984372,1.6932125258305517
farrukhabad 2003,32,0.4411644658119658,0.276478141025641,0.1149486208717948,0.48702362,16.323406,32.15539932250977,24.76098251342773,209.67063903808597,1.6932125258305517
farrukhabad 2003,32,0.4038943803418803,0.2448583333333333,0.0988688592222222,0.32649922,9.084931,32.820789337158196,21.32860565185547,231.7541656494141,1.6932125258305517
farrukhabad 2003,32,0.324074188034188,0.1964447649572649,0.076406566042735,0.25299478,0.0,32.362442016601555,19.81985092163086,206.7787628173828,1.6932125258305517
farrukhabad 2003,32,0.2908471581196581,0.1821545512820513,0.0703937922094017,0.18485525,1.7877202,30.601680755615234,17.08116340637207,207.41644287109372,1.6932125258305517
farrukhabad 2003,32,0.3187910683760683,0.1980193376068376,0.0769327756346154,0.182221,0.007925637,27.60871505737305,13.32510471343994,191.2589263916016,1.6932125258305517
